timestamp,outcome,block_reason,regime,volatility,direction_60m,confidence_60m,direction_15m,confidence_15m,dual_alignment,conviction_score,impulse,follow_through,blended_score,threshold,threshold_delta,ml_weight,regime_samples,expectancy_samples,regime_transition,regime_transition_severity,spy_price
2026-03-03T10:34:19.343278-05:00,blocked,confidence,VOLATILE,HIGH,bearish,0.545,bearish,0.545,True,,,,,,,,,,,,
2026-03-03T10:35:21.727180-05:00,blocked,execution_plan_none,VOLATILE,HIGH,bearish,0.552,bearish,0.552,True,2,1.1625,0.5,0.3333,,,0.475,,,,,671.03
2026-03-03T10:36:24.085416-05:00,blocked,execution_plan_none,TREND,HIGH,bearish,0.561,bearish,0.561,True,2,1.1327,0.5,0.3333,,,0.475,,,,,671.16
2026-03-03T10:37:25.138892-05:00,blocked,confidence,TREND,HIGH,bearish,0.434,bearish,0.434,True,,,,,,,,,,,,
2026-03-03T10:38:25.847274-05:00,blocked,confidence,TREND,HIGH,bearish,0.418,bearish,0.418,True,,,,,,,,,,,,
2026-03-03T10:39:26.510824-05:00,blocked,confidence,VOLATILE,HIGH,bearish,0.479,bearish,0.479,True,,,,,,,,,,,,
2026-03-03T10:40:27.232925-05:00,blocked,confidence,TREND,HIGH,bearish,0.437,bearish,0.437,True,,,,,,,,,,,,
2026-03-03T10:41:27.885476-05:00,blocked,confidence,VOLATILE,HIGH,bearish,0.403,bearish,0.403,True,,,,,,,,,,,,
2026-03-03T10:42:28.446342-05:00,blocked,confidence,VOLATILE,HIGH,bearish,0.459,bearish,0.459,True,,,,,,,,,,,,
2026-03-03T10:43:29.087701-05:00,blocked,confidence,VOLATILE,HIGH,bearish,0.434,bearish,0.434,True,,,,,,,,,,,,
2026-03-03T10:44:29.649563-05:00,blocked,confidence,VOLATILE,HIGH,bearish,0.549,bearish,0.549,True,,,,,,,,,,,,
2026-03-03T10:45:30.326879-05:00,blocked,confidence,VOLATILE,HIGH,bearish,0.519,bearish,0.519,True,,,,,,,,,,,,
2026-03-03T10:46:30.901119-05:00,blocked,confidence,TREND,HIGH,bearish,0.462,bearish,0.462,True,,,,,,,,,,,,
2026-03-03T10:47:31.456855-05:00,blocked,confidence,VOLATILE,HIGH,bearish,0.429,bearish,0.429,True,,,,,,,,,,,,
2026-03-03T10:48:32.006120-05:00,blocked,confidence,VOLATILE,HIGH,bearish,0.4,bearish,0.4,True,,,,,,,,,,,,
2026-03-03T10:49:32.610704-05:00,blocked,confidence,VOLATILE,HIGH,bearish,0.431,bearish,0.431,True,,,,,,,,,,,,
2026-03-03T10:50:33.168633-05:00,blocked,confidence,VOLATILE,HIGH,bearish,0.417,bearish,0.417,True,,,,,,,,,,,,
2026-03-03T10:51:33.731111-05:00,blocked,confidence,VOLATILE,HIGH,bearish,0.459,bearish,0.459,True,,,,,,,,,,,,
2026-03-03T10:52:34.297014-05:00,blocked,confidence,VOLATILE,HIGH,bearish,0.432,bearish,0.432,True,,,,,,,,,,,,
2026-03-03T10:53:34.867474-05:00,blocked,confidence,VOLATILE,HIGH,bearish,0.447,bearish,0.447,True,,,,,,,,,,,,
2026-03-03T10:54:35.419617-05:00,blocked,confidence,TREND,HIGH,bearish,0.474,bearish,0.474,True,,,,,,,,,,,,
2026-03-03T10:55:35.971363-05:00,blocked,confidence,TREND,HIGH,bearish,0.459,bearish,0.459,True,,,,,,,,,,,,
2026-03-03T10:56:36.527909-05:00,blocked,confidence,VOLATILE,HIGH,bearish,0.448,bearish,0.448,True,,,,,,,,,,,,
2026-03-03T10:57:37.088660-05:00,blocked,confidence,VOLATILE,HIGH,bearish,0.414,bearish,0.414,True,,,,,,,,,,,,
2026-03-03T10:58:37.644847-05:00,blocked,confidence,VOLATILE,HIGH,bullish,0.417,bullish,0.417,True,,,,,,,,,,,,
2026-03-03T10:59:38.224161-05:00,blocked,confidence,VOLATILE,HIGH,bullish,0.459,bullish,0.459,True,,,,,,,,,,,,
2026-03-03T11:00:38.799089-05:00,blocked,confidence,VOLATILE,HIGH,bullish,0.426,bullish,0.426,True,,,,,,,,,,,,
2026-03-03T11:01:39.363120-05:00,blocked,confidence,VOLATILE,HIGH,bearish,0.374,bearish,0.374,True,,,,,,,,,,,,
2026-03-03T11:02:39.919927-05:00,blocked,confidence,VOLATILE,HIGH,bullish,0.364,bullish,0.364,True,,,,,,,,,,,,
2026-03-03T11:03:40.520024-05:00,blocked,confidence,VOLATILE,HIGH,bullish,0.371,bullish,0.371,True,,,,,,,,,,,,
2026-03-03T11:04:41.077983-05:00,blocked,confidence,VOLATILE,HIGH,bullish,0.434,bullish,0.434,True,,,,,,,,,,,,
2026-03-03T11:05:41.645487-05:00,blocked,confidence,VOLATILE,HIGH,bullish,0.549,bullish,0.549,True,,,,,,,,,,,,
2026-03-03T11:06:43.338336-05:00,blocked,execution_plan_none,VOLATILE,HIGH,bullish,0.594,bullish,0.594,True,4,1.153,0.75,0.6667,,,0.5,,,,,674.19
2026-03-03T11:07:45.476144-05:00,blocked,execution_plan_none,VOLATILE,HIGH,bullish,0.6,bullish,0.6,True,4,1.287,1.0,0.6667,,,0.5,,,,,674.26
2026-03-03T11:08:47.168885-05:00,blocked,execution_plan_none,VOLATILE,HIGH,bullish,0.613,bullish,0.613,True,4,1.2749,0.75,0.6667,,,0.5,,,,,674.25
2026-03-03T11:09:48.874861-05:00,blocked,execution_plan_none,VOLATILE,HIGH,bullish,0.646,bullish,0.646,True,4,1.2425,0.75,0.6667,,,0.5,,,,,674.79
2026-03-03T11:10:50.583558-05:00,blocked,execution_plan_none,VOLATILE,HIGH,bullish,0.608,bullish,0.608,True,2,1.0255,0.5,0.3333,,,0.5,,,,,674.57
2026-03-03T11:11:52.364302-05:00,blocked,execution_plan_none,VOLATILE,HIGH,bullish,0.631,bullish,0.631,True,2,0.8782,0.5,0.3333,,,0.505,,,,,674.61
2026-03-03T11:12:54.040554-05:00,blocked,execution_plan_none,VOLATILE,HIGH,bullish,0.627,bullish,0.627,True,2,0.769,0.5,0.3333,,,0.505,,,,,674.6
2026-03-03T11:13:56.241589-05:00,blocked,execution_plan_none,VOLATILE,HIGH,bullish,0.627,bullish,0.627,True,4,0.7861,0.75,0.6667,,,0.505,,,,,674.48
2026-03-03T11:14:57.916004-05:00,blocked,execution_plan_none,VOLATILE,HIGH,bullish,0.662,bullish,0.662,True,2,0.7902,0.5,0.3333,,,0.505,,,,,675.13
2026-03-03T11:16:00.544645-05:00,blocked,execution_plan_none,VOLATILE,HIGH,bullish,0.656,bullish,0.656,True,2,0.7523,0.25,0.3333,,,0.515,,,,,675.03
2026-03-03T11:16:22.709787-05:00,blocked,execution_plan_none,TREND,HIGH,bullish,0.678,bullish,0.678,True,2,0.9128,0.5,0.3333,,,0.52,,,,,675.65
2026-03-03T11:17:24.741615-05:00,blocked,execution_plan_none,TREND,HIGH,bullish,0.678,bullish,0.678,True,2,0.9217,0.5,0.3333,,,0.52,,,,,675.54
2026-03-03T11:18:25.124169-05:00,blocked,execution_plan_none,TREND,HIGH,bullish,0.678,bullish,0.678,True,2,0.946,0.5,0.3333,,,0.52,,,,,675.7
2026-03-03T11:19:25.315592-05:00,blocked,execution_plan_none,VOLATILE,HIGH,bullish,0.678,bullish,0.678,True,2,0.8396,0.5,0.3333,,,0.52,,,,,675.62
2026-03-03T11:20:25.506381-05:00,blocked,execution_plan_none,VOLATILE,HIGH,bullish,0.664,bullish,0.664,True,4,0.8854,0.75,0.6667,,,0.52,,,,,675.28
2026-03-03T11:21:26.009657-05:00,blocked,execution_plan_none,VOLATILE,HIGH,bullish,0.678,bullish,0.678,True,2,0.8304,0.5,0.3333,,,0.525,,,,,675.59
2026-03-03T11:22:26.822658-05:00,blocked,execution_plan_none,VOLATILE,HIGH,bullish,0.67,bullish,0.67,True,4,0.9379,0.75,0.6667,,,0.525,,,,,675.42
2026-03-03T11:23:27.029496-05:00,blocked,execution_plan_none,VOLATILE,HIGH,bullish,0.678,bullish,0.678,True,2,1.1341,0.5,0.3333,,,0.525,,,,,675.64
2026-03-03T11:24:27.227794-05:00,blocked,execution_plan_none,VOLATILE,HIGH,bullish,0.678,bullish,0.678,True,4,1.1403,0.75,0.6667,,,0.525,,,,,676.14
2026-03-03T11:25:27.437398-05:00,blocked,execution_plan_none,VOLATILE,HIGH,bullish,0.678,bullish,0.678,True,4,1.1253,0.75,0.6667,,,0.525,,,,,676.33
2026-03-03T11:26:27.643988-05:00,blocked,execution_plan_none,VOLATILE,HIGH,bullish,0.678,bullish,0.678,True,4,1.0699,1.0,0.6667,,,0.53,,,,,676.52
2026-03-03T11:27:27.879899-05:00,blocked,execution_plan_none,VOLATILE,HIGH,bullish,0.678,bullish,0.678,True,4,1.0954,0.75,0.6667,,,0.535,,,,,676.15
2026-03-03T11:28:28.133041-05:00,blocked,execution_plan_none,VOLATILE,HIGH,bullish,0.678,bullish,0.678,True,2,0.9351,0.5,0.3333,,,0.535,,,,,676.03
2026-03-03T11:29:28.345540-05:00,blocked,execution_plan_none,VOLATILE,HIGH,bullish,0.678,bullish,0.678,True,2,0.8823,0.5,0.3333,,,0.535,,,,,676.06
2026-03-03T11:30:28.579319-05:00,blocked,execution_plan_none,VOLATILE,HIGH,bullish,0.678,bullish,0.678,True,4,0.78,0.75,0.6667,,,0.535,,,,,676.01
2026-03-03T11:31:28.796638-05:00,blocked,execution_plan_none,VOLATILE,HIGH,bullish,0.67,bullish,0.67,True,4,0.8408,0.75,0.6667,,,0.54,,,,,675.61
2026-03-03T11:32:29.019109-05:00,blocked,execution_plan_none,VOLATILE,HIGH,bullish,0.642,bullish,0.642,True,4,0.7952,0.75,0.6667,,,0.54,,,,,675.12
2026-03-03T11:33:29.261964-05:00,blocked,execution_plan_none,VOLATILE,HIGH,bullish,0.611,bullish,0.611,True,4,0.8128,1.0,0.6667,,,0.54,,,,,674.94
2026-03-03T11:34:29.562228-05:00,blocked,execution_plan_none,VOLATILE,HIGH,bullish,0.554,bullish,0.554,True,4,0.8813,1.0,0.6667,,,0.545,,,,,674.91
2026-03-03T11:35:29.809621-05:00,blocked,execution_plan_none,VOLATILE,HIGH,bullish,0.613,bullish,0.613,True,2,1.1493,0.25,0.3333,,,0.545,,,,,675.77
2026-03-03T11:36:30.012640-05:00,blocked,execution_plan_none,VOLATILE,HIGH,bullish,0.607,bullish,0.607,True,2,1.0874,0.5,0.3333,,,0.55,,,,,675.99
2026-03-03T11:37:30.222599-05:00,blocked,execution_plan_none,VOLATILE,HIGH,bullish,0.621,bullish,0.621,True,4,1.1586,0.75,0.6667,,,0.55,,,,,676.22
2026-03-03T11:38:30.444916-05:00,blocked,execution_plan_none,VOLATILE,HIGH,bullish,0.583,bullish,0.583,True,4,1.0635,0.75,0.6667,,,0.55,,,,,676.11
2026-03-03T11:39:30.646900-05:00,blocked,execution_plan_none,VOLATILE,HIGH,bullish,0.569,bullish,0.569,True,2,0.9846,0.5,0.3333,,,0.55,,,,,675.75
2026-03-03T11:40:30.855640-05:00,blocked,execution_plan_none,VOLATILE,HIGH,bullish,0.593,bullish,0.593,True,2,0.7511,0.5,0.3333,,,0.55,,,,,676.09
2026-03-03T11:41:31.081173-05:00,blocked,execution_plan_none,VOLATILE,HIGH,bullish,0.596,bullish,0.596,True,2,0.7561,0.5,0.3333,,,0.55,,,,,676.13
2026-03-03T11:42:31.341125-05:00,blocked,execution_plan_none,VOLATILE,HIGH,bullish,0.602,bullish,0.602,True,2,0.5867,0.5,0.3333,,,0.55,,,,,676.12
2026-03-03T11:43:31.398099-05:00,blocked,confidence,VOLATILE,HIGH,bullish,0.534,bullish,0.534,True,,,,,,,,,,,,
2026-03-03T11:44:31.850949-05:00,blocked,execution_plan_none,VOLATILE,HIGH,bullish,0.595,bullish,0.595,True,2,1.1771,0.5,0.3333,,,0.55,,,,,676.55
2026-03-03T11:45:32.422350-05:00,blocked,execution_plan_none,VOLATILE,HIGH,bullish,0.565,bullish,0.565,True,2,1.2405,0.5,0.3333,,,0.55,,,,,676.67
2026-03-03T11:46:32.640782-05:00,blocked,execution_plan_none,VOLATILE,HIGH,bullish,0.625,bullish,0.625,True,4,1.4091,0.75,0.6667,,,0.55,,,,,677.29
2026-03-03T11:47:32.888792-05:00,blocked,execution_plan_none,VOLATILE,HIGH,bullish,0.673,bullish,0.673,True,6,1.7778,1.0,1.0,,,0.55,,,,,678.32
2026-03-03T11:48:33.148563-05:00,blocked,execution_plan_none,VOLATILE,HIGH,bullish,0.652,bullish,0.652,True,6,1.6957,0.75,1.0,,,0.555,,,,,677.85
2026-03-03T11:49:33.374803-05:00,blocked,execution_plan_none,VOLATILE,HIGH,bullish,0.666,bullish,0.666,True,2,1.2734,0.5,0.3333,,,0.555,,,,,677.76
2026-03-03T11:50:33.586090-05:00,blocked,execution_plan_none,TREND,HIGH,bullish,0.631,bullish,0.631,True,2,1.3895,0.25,0.3333,,,0.555,,,,,677.45
2026-03-03T11:51:34.018247-05:00,blocked,execution_plan_none,TREND,HIGH,bullish,0.641,bullish,0.641,True,4,1.2857,0.75,0.6667,,,0.555,,,,,677.46
2026-03-03T11:52:34.227474-05:00,blocked,execution_plan_none,TREND,HIGH,bullish,0.624,bullish,0.624,True,4,1.0265,0.75,0.6667,,,0.56,,,,,677.38
2026-03-03T11:53:34.470909-05:00,blocked,execution_plan_none,TREND,HIGH,bullish,0.611,bullish,0.611,True,2,1.0152,0.5,0.3333,,,0.56,,,,,677.66
2026-03-03T11:54:34.706588-05:00,blocked,execution_plan_none,TREND,HIGH,bullish,0.615,bullish,0.615,True,4,0.8986,0.75,0.6667,,,0.56,,,,,677.91
2026-03-03T11:55:35.041149-05:00,blocked,execution_plan_none,TREND,HIGH,bullish,0.599,bullish,0.599,True,2,0.6883,0.5,0.3333,,,0.56,,,,,677.83
2026-03-03T11:56:35.247268-05:00,blocked,execution_plan_none,TREND,HIGH,bullish,0.635,bullish,0.635,True,4,0.6214,0.75,0.6667,,,0.56,,,,,678.08
2026-03-03T11:57:35.444892-05:00,blocked,execution_plan_none,TREND,HIGH,bullish,0.649,bullish,0.649,True,4,0.6168,0.75,0.6667,,,0.56,,,,,678.21
2026-03-03T11:58:35.678552-05:00,blocked,execution_plan_none,TREND,HIGH,bullish,0.63,bullish,0.63,True,2,0.5972,0.0,0.3333,,,0.56,,,,,677.91
2026-03-03T11:59:35.903687-05:00,blocked,execution_plan_none,TREND,HIGH,bullish,0.622,bullish,0.622,True,2,0.6303,0.5,0.3333,,,0.56,,,,,677.72
2026-03-03T12:00:36.105890-05:00,blocked,execution_plan_none,TREND,HIGH,bullish,0.634,bullish,0.634,True,4,0.7228,0.75,0.6667,,,0.56,,,,,677.52
2026-03-03T12:01:36.309049-05:00,blocked,execution_plan_none,TREND,HIGH,bullish,0.665,bullish,0.665,True,4,0.7921,0.75,0.6667,,,0.56,,,,,677.59
2026-03-03T12:02:36.522736-05:00,blocked,execution_plan_none,TREND,HIGH,bullish,0.648,bullish,0.648,True,4,0.8669,0.75,0.6667,,,0.56,,,,,677.1
2026-03-03T12:03:36.725390-05:00,blocked,execution_plan_none,TREND,HIGH,bullish,0.666,bullish,0.666,True,2,0.9345,0.5,0.3333,,,0.565,,,,,677.39
2026-03-03T12:04:36.951963-05:00,blocked,execution_plan_none,TREND,HIGH,bullish,0.6,bullish,0.6,True,2,0.9396,0.5,0.3333,,,0.565,,,,,677.09
2026-03-03T12:05:37.170337-05:00,blocked,execution_plan_none,TREND,HIGH,bullish,0.608,bullish,0.608,True,2,0.9669,0.5,0.3333,,,0.565,,,,,677.45
2026-03-03T12:06:37.358780-05:00,blocked,execution_plan_none,TREND,HIGH,bullish,0.59,bullish,0.59,True,2,0.9228,0.5,0.3333,,,0.565,,,,,677.38
2026-03-03T12:07:37.606665-05:00,blocked,execution_plan_none,TREND,HIGH,bullish,0.618,bullish,0.618,True,2,0.8581,0.5,0.3333,,,0.57,,,,,677.75
2026-03-03T12:08:37.945319-05:00,blocked,execution_plan_none,VOLATILE,HIGH,bullish,0.613,bullish,0.613,True,2,0.8775,0.5,0.3333,,,0.575,,,,,677.3
2026-03-03T12:09:38.175515-05:00,blocked,execution_plan_none,VOLATILE,HIGH,bullish,0.574,bullish,0.574,True,4,0.8927,0.75,0.6667,,,0.575,,,,,676.98
2026-03-03T12:10:38.373527-05:00,blocked,execution_plan_none,VOLATILE,HIGH,bullish,0.561,bullish,0.561,True,4,0.8599,0.75,0.6667,,,0.575,,,,,676.81
2026-03-03T12:11:38.566730-05:00,blocked,execution_plan_none,VOLATILE,HIGH,bullish,0.565,bullish,0.565,True,4,0.8367,0.75,0.6667,,,0.575,,,,,676.86
2026-03-03T12:12:38.764948-05:00,blocked,execution_plan_none,VOLATILE,HIGH,bullish,0.573,bullish,0.573,True,4,0.8241,0.75,0.6667,,,0.58,,,,,676.64
2026-03-03T12:13:38.821509-05:00,blocked,confidence,VOLATILE,HIGH,bullish,0.529,bullish,0.529,True,,,,,,,,,,,,
2026-03-03T12:14:39.104626-05:00,blocked,confidence,VOLATILE,HIGH,bullish,0.501,bullish,0.501,True,,,,,,,,,,,,
2026-03-03T12:15:39.161493-05:00,blocked,confidence,VOLATILE,HIGH,bullish,0.497,bullish,0.497,True,,,,,,,,,,,,
2026-03-03T12:16:39.217120-05:00,blocked,confidence,VOLATILE,HIGH,bullish,0.46,bullish,0.46,True,,,,,,,,,,,,
2026-03-03T12:17:39.273744-05:00,blocked,confidence,VOLATILE,HIGH,bullish,0.464,bullish,0.464,True,,,,,,,,,,,,
2026-03-03T12:18:39.329636-05:00,blocked,confidence,VOLATILE,HIGH,bullish,0.482,bullish,0.482,True,,,,,,,,,,,,
2026-03-03T12:19:39.383887-05:00,blocked,confidence,VOLATILE,HIGH,bullish,0.506,bullish,0.506,True,,,,,,,,,,,,
2026-03-03T12:20:39.436438-05:00,blocked,confidence,VOLATILE,HIGH,bullish,0.509,bullish,0.509,True,,,,,,,,,,,,
2026-03-03T12:21:39.485701-05:00,blocked,confidence,VOLATILE,HIGH,bullish,0.495,bullish,0.495,True,,,,,,,,,,,,
2026-03-03T12:22:39.542837-05:00,blocked,confidence,VOLATILE,HIGH,bullish,0.5,bullish,0.5,True,,,,,,,,,,,,
2026-03-03T12:23:39.597579-05:00,blocked,confidence,VOLATILE,HIGH,bullish,0.5,bullish,0.5,True,,,,,,,,,,,,
2026-03-03T12:24:39.652847-05:00,blocked,confidence,VOLATILE,HIGH,bullish,0.51,bullish,0.51,True,,,,,,,,,,,,
2026-03-03T12:25:39.707470-05:00,blocked,confidence,VOLATILE,HIGH,bullish,0.514,bullish,0.514,True,,,,,,,,,,,,
2026-03-03T12:26:39.762687-05:00,blocked,confidence,VOLATILE,HIGH,bullish,0.505,bullish,0.505,True,,,,,,,,,,,,
2026-03-03T12:27:39.819506-05:00,blocked,confidence,VOLATILE,HIGH,bullish,0.509,bullish,0.509,True,,,,,,,,,,,,
2026-03-03T12:28:39.873910-05:00,blocked,confidence,VOLATILE,HIGH,bullish,0.518,bullish,0.518,True,,,,,,,,,,,,
2026-03-03T12:29:39.929766-05:00,blocked,confidence,VOLATILE,HIGH,bullish,0.549,bullish,0.549,True,,,,,,,,,,,,
2026-03-03T12:30:39.981368-05:00,blocked,confidence,TREND,HIGH,bullish,0.549,bullish,0.549,True,,,,,,,,,,,,
2026-03-03T12:31:40.204693-05:00,blocked,execution_plan_none,TREND,HIGH,bullish,0.552,bullish,0.552,True,2,0.75,0.5,0.3333,,,0.59,,,,,677.91
2026-03-03T12:32:40.493596-05:00,blocked,confidence,TREND,HIGH,bullish,0.501,bullish,0.501,True,,,,,,,,,,,,
2026-03-03T12:33:40.785714-05:00,blocked,confidence,VOLATILE,HIGH,bullish,0.5,bullish,0.5,True,,,,,,,,,,,,
2026-03-03T12:34:40.840709-05:00,blocked,confidence,VOLATILE,HIGH,bullish,0.481,bullish,0.481,True,,,,,,,,,,,,
2026-03-03T12:35:40.893633-05:00,blocked,confidence,VOLATILE,HIGH,bullish,0.464,bullish,0.464,True,,,,,,,,,,,,
2026-03-03T12:36:40.949604-05:00,blocked,confidence,VOLATILE,HIGH,bullish,0.448,bullish,0.448,True,,,,,,,,,,,,
2026-03-03T12:37:41.004996-05:00,blocked,confidence,VOLATILE,HIGH,bullish,0.492,bullish,0.492,True,,,,,,,,,,,,
2026-03-03T12:38:41.063029-05:00,blocked,confidence,VOLATILE,HIGH,bullish,0.494,bullish,0.494,True,,,,,,,,,,,,
2026-03-03T12:39:41.119744-05:00,blocked,confidence,VOLATILE,HIGH,bullish,0.49,bullish,0.49,True,,,,,,,,,,,,
2026-03-03T12:40:41.174746-05:00,blocked,confidence,VOLATILE,HIGH,bullish,0.497,bullish,0.497,True,,,,,,,,,,,,
2026-03-03T12:41:41.229123-05:00,blocked,confidence,VOLATILE,HIGH,bullish,0.548,bullish,0.548,True,,,,,,,,,,,,
2026-03-03T12:42:41.284868-05:00,blocked,confidence,VOLATILE,HIGH,bullish,0.521,bullish,0.521,True,,,,,,,,,,,,
2026-03-03T12:43:41.524151-05:00,blocked,execution_plan_none,VOLATILE,HIGH,bullish,0.558,bullish,0.558,True,4,1.0307,0.75,0.6667,,,0.595,,,,,677.53
2026-03-03T12:44:41.877622-05:00,blocked,execution_plan_none,TREND,HIGH,bullish,0.566,bullish,0.566,True,4,1.1328,0.75,0.6667,,,0.595,,,,,678.17
2026-03-03T12:45:42.130198-05:00,blocked,execution_plan_none,VOLATILE,HIGH,bullish,0.576,bullish,0.576,True,4,1.2354,0.75,0.6667,,,0.595,,,,,678.3
2026-03-03T12:46:42.392614-05:00,blocked,execution_plan_none,VOLATILE,HIGH,bullish,0.591,bullish,0.591,True,4,1.0292,0.75,0.6667,,,0.595,,,,,678.185
2026-03-03T12:47:42.447700-05:00,blocked,confidence,VOLATILE,HIGH,bullish,0.541,bullish,0.541,True,,,,,,,,,,,,
2026-03-03T12:48:42.644990-05:00,blocked,confidence,VOLATILE,HIGH,bullish,0.53,bullish,0.53,True,,,,,,,,,,,,
2026-03-03T12:49:42.700011-05:00,blocked,confidence,VOLATILE,HIGH,bullish,0.531,bullish,0.531,True,,,,,,,,,,,,
2026-03-03T12:50:42.931930-05:00,blocked,execution_plan_none,VOLATILE,HIGH,bullish,0.568,bullish,0.568,True,4,0.6861,0.75,0.6667,,,0.6,,,,,678.24
2026-03-03T12:51:43.106873-05:00,blocked,confidence,VOLATILE,HIGH,bullish,0.536,bullish,0.536,True,,,,,,,,,,,,
2026-03-03T12:52:43.160419-05:00,blocked,confidence,VOLATILE,HIGH,bullish,0.515,bullish,0.515,True,,,,,,,,,,,,
2026-03-03T12:53:43.393647-05:00,blocked,confidence,VOLATILE,HIGH,bullish,0.515,bullish,0.515,True,,,,,,,,,,,,
2026-03-03T12:54:43.445301-05:00,blocked,confidence,VOLATILE,HIGH,bullish,0.472,bullish,0.472,True,,,,,,,,,,,,
2026-03-03T12:55:43.501233-05:00,blocked,confidence,VOLATILE,HIGH,bullish,0.462,bullish,0.462,True,,,,,,,,,,,,
2026-03-03T12:56:43.548543-05:00,blocked,confidence,VOLATILE,HIGH,bullish,0.48,bullish,0.48,True,,,,,,,,,,,,
2026-03-03T12:57:43.602872-05:00,blocked,confidence,VOLATILE,HIGH,bullish,0.48,bullish,0.48,True,,,,,,,,,,,,
2026-03-03T12:58:43.657731-05:00,blocked,confidence,VOLATILE,HIGH,bullish,0.482,bullish,0.482,True,,,,,,,,,,,,
2026-03-03T12:59:43.715474-05:00,blocked,confidence,VOLATILE,HIGH,bullish,0.473,bullish,0.473,True,,,,,,,,,,,,
2026-03-03T13:00:43.766171-05:00,blocked,confidence,VOLATILE,HIGH,bullish,0.485,bullish,0.485,True,,,,,,,,,,,,
2026-03-03T13:01:43.981642-05:00,blocked,execution_plan_none,VOLATILE,HIGH,bullish,0.551,bullish,0.551,True,2,0.819,0.5,0.3333,,,0.605,,,,,678.13
2026-03-03T13:02:44.297427-05:00,blocked,execution_plan_none,VOLATILE,HIGH,bullish,0.601,bullish,0.601,True,2,0.9813,0.5,0.3333,,,0.605,,,,,678.62
2026-03-03T13:04:06.324933-05:00,blocked,execution_plan_none,VOLATILE,HIGH,bullish,0.614,bullish,0.614,True,2,0.9891,0.5,0.3333,,,0.61,,,,,678.35
2026-03-03T13:05:08.076815-05:00,blocked,execution_plan_none,VOLATILE,HIGH,bullish,0.62,bullish,0.62,True,2,1.0237,0.5,0.3333,,,0.61,,,,,678.44
2026-03-03T13:06:09.786554-05:00,blocked,execution_plan_none,VOLATILE,HIGH,bullish,0.585,bullish,0.585,True,4,0.8204,0.75,0.6667,,,0.61,,,,,678.32
2026-03-03T13:07:41.752415-05:00,blocked,execution_plan_none,VOLATILE,HIGH,bullish,0.611,bullish,0.611,True,2,0.7523,0.5,0.3333,,,0.61,,,,,678.53
2026-03-03T13:08:42.334902-05:00,blocked,execution_plan_none,TREND,HIGH,bullish,0.624,bullish,0.624,True,4,0.8378,0.75,0.6667,,,0.61,,,,,678.62
2026-03-03T13:09:42.558853-05:00,blocked,execution_plan_none,TREND,HIGH,bullish,0.632,bullish,0.632,True,4,0.7437,0.75,0.6667,,,0.61,,,,,678.86
2026-03-03T13:12:01.318408-05:00,blocked,execution_plan_none,TREND,HIGH,bullish,0.598,bullish,0.598,True,2,0.8392,0.5,0.3333,,,0.61,,,,,678.4
2026-03-03T13:13:01.987329-05:00,blocked,confidence,TREND,HIGH,bullish,0.523,bullish,0.523,True,,,,,,,,,,,,
2026-03-03T13:14:02.745661-05:00,blocked,confidence,VOLATILE,HIGH,bullish,0.487,bullish,0.487,True,,,,,,,,,,,,
2026-03-03T13:15:03.312026-05:00,blocked,confidence,VOLATILE,HIGH,bullish,0.499,bullish,0.499,True,,,,,,,,,,,,
2026-03-03T13:16:03.882666-05:00,blocked,confidence,TREND,HIGH,bullish,0.539,bullish,0.539,True,,,,,,,,,,,,
2026-03-03T13:17:04.481643-05:00,blocked,confidence,VOLATILE,HIGH,bullish,0.529,bullish,0.529,True,,,,,,,,,,,,
2026-03-03T13:18:05.062306-05:00,blocked,confidence,VOLATILE,HIGH,bullish,0.545,bullish,0.545,True,,,,,,,,,,,,
2026-03-03T13:19:05.651641-05:00,blocked,confidence,VOLATILE,HIGH,bullish,0.526,bullish,0.526,True,,,,,,,,,,,,
2026-03-03T13:20:06.248120-05:00,blocked,confidence,VOLATILE,HIGH,bullish,0.536,bullish,0.536,True,,,,,,,,,,,,
2026-03-03T13:21:07.960975-05:00,blocked,execution_plan_none,VOLATILE,HIGH,bullish,0.571,bullish,0.571,True,4,0.9822,0.75,0.6667,,,0.625,,,,,679.17
2026-03-03T13:22:09.880924-05:00,blocked,execution_plan_none,VOLATILE,HIGH,bullish,0.574,bullish,0.574,True,4,0.9872,0.75,0.6667,,,0.625,,,,,679.34
2026-03-03T13:23:46.668348-05:00,blocked,execution_plan_none,VOLATILE,HIGH,bullish,0.655,bullish,0.655,True,4,1.0991,1.0,0.6667,,,0.625,,,,,679.66
2026-03-03T13:24:46.854209-05:00,blocked,execution_plan_none,VOLATILE,HIGH,bullish,0.678,bullish,0.678,True,4,1.2425,1.0,0.6667,,,0.635,,,,,680.035
2026-03-03T13:25:47.070569-05:00,blocked,execution_plan_none,VOLATILE,HIGH,bullish,0.673,bullish,0.673,True,4,1.1988,0.75,0.6667,,,0.635,,,,,679.96
2026-03-03T13:26:47.265884-05:00,blocked,execution_plan_none,VOLATILE,HIGH,bullish,0.665,bullish,0.665,True,2,0.8546,0.5,0.3333,,,0.635,,,,,679.78
2026-03-03T13:27:47.493093-05:00,blocked,execution_plan_none,VOLATILE,HIGH,bullish,0.663,bullish,0.663,True,2,0.9108,0.5,0.3333,,,0.635,,,,,680.12
